Dpt/Maille/Point/Haie;Dept;Maille;Point;PE;agricole;bati;foret;length;Observateur;Date;:eure;assise;classification;ornementale;ripisylve;intervention;taille;continuite;longueur;hauteur;largeur;bande;cloture;fosse;vieux;tetards;emondes;cavite;morts;plessee;nids;composition1;composition2;composition3;exotiques;lianes;occsol1;occsol2;Commentaire(s) e?ventuel(s) ;Accenteur mouchet;Alouette lulu;Bergeronnette des ruisseaux;Bergeronnette grise;Bergeronnette printanière;Bouvreuil pivoine;Bruant des roseaux;Bruant jaune;Bruant proyer;Bruant zizi;Busard cendré;Buse variable;Chardonneret élégant;Choucas des tours;Coucou gris;Effraie des clochers;Épervier d'Europe;Faucon crécerelle;Faucon hobereau;Fauvette à tête noire;Fauvette babillarde;Fauvette des jardins;Fauvette grisette;Fauvette indéterminée;Gobemouche gris;Gobemouche noir;Grimpereau des bois;Grimpereau des jardins;Grosbec casse-noyaux;Guêpier d'Europe;Héron cendré;Hirondelle de fenêtre;Hirondelle de rivage;Hirondelle rustique;Hypolaïs polyglotte;Linotte mélodieuse;Locustelle tachetée;Loriot d'Europe;Martin-pêcheur d'Europe;Mésange à longue queue;Mésange bleue;Mésange charbonnière;Mésange indéterminée;Mésange noire;Mésange nonnette;Milan noir;Moineau domestique;Moineau friquet;Phragmite des joncs;Pic épeiche;Pic épeichette;Pic mar;Pic vert;Pie-grièche écorcheur;Pinson des arbres;Pipit des arbres;Pipit farlouse;Pouillot fitis;Pouillot indéterminé;Pouillot véloce;Roitelet à triple bandeau;Rossignol philomèle;Rougegorge familier;Rougequeue à front blanc;Rougequeue noir;Rousserolle effarvatte;Rousserolle verderolle;Serin cini;Sittelle torchepot;Tarier pâtre;Tarin des aulnes;Torcol fourmilier;Tourterelle des bois;Tourterelle turque;Traquet motteux;Troglodyte mignon;Verdier d'Europe
10/M36/9/H;10;M36;9;10/M36/9;90,49303689;0;0;2125,511393;Charlotte EPLE;08/04/2021;8H45;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;taille en fac?ade sur un co?te? ;non;haie continue;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;noisetier;erable champêtre;troène;non;non;chemin;culture;;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M37/8/H;10;M37;8;10/M37/8;97,64460044;0;0;558,2951726;Pierre MIGUET;30/04/2021;0,395833333;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;aubépine monogyne;prunellier;sureau noir;non;non;culture;culture;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M38/4/H;10;M38;4;10/M38/4;73,5998438;19,77735614;0;562,728398;Charlotte EPLE;07/04/2021;11H10;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;haie continue;1;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;cornouiller;erable champêtre;;non;non;chemin;culture;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M39/6/H;10;M39;6;10/M39/6;93,90473252;0;0;1580,138409;Charlotte EPLE;03/04/2021;9H;haie a plat ;E2 : Haie arbustive avec arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;haie continue;3;3;2;oui <1 m;non;non;non;non;non;non;non;non;non;troène;erable champêtre;aubépine;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M39/8/H;10;M39;8;10/M39/8;92,4183872;0;0;994,3999817;Charlotte EPLE;03/04/2021;9H20;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade des 2 co?te?s ;oui;haie continue;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;erable champêtre;troene;aubépine;non;non;culture;culture;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M4/3/H;10;M4;3;10/M4/3;79,94696274;4,393779692;9,411061264;4257,269417;Charlotte EPLE;07/04/2021;9H15;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;2;oui >1 m;non;non;non;non;non;non;non;non;non;cornouiller;aubépine;frêne;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M4/9/H;10;M4;9;10/M4/9;64,96447929;0;8,302645876;4117,495182;Charlotte EPLE;07/04/2021;9H40;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;frêne;cornouiller;eglantier;non;non;rivière;culture;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M41/2/H;10;M41;2;10/M41/2;52,88243818;0;0;1502,800998;Charlotte EPLE;02/04/2021;8H32;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;2;2;oui <1 m;non;non;non;non;non;non;non;non;non;ronce;aubépine;prunellier;non;non;chemin;route;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
10/M41/6/H;10;M41;6;10/M41/6;88,10974442;0;0;1421,243601;Charlotte EPLE;02/04/2021;8H52;haie a plat ;D2 : Haie buissonnante avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;non;non;non;non;non;non;non;non;non;non;aubépine;cornouiller;prunellier;non;non;culture;route;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M48/4/H1;10;M48;4;10/M48/4;73,98460615;0;15,20928229;1470,309978;Charlotte EPLE;08/04/2021;8H15;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;erable champêtre;prunellier;aubépine;non;non;chemin;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
10/M48/4/H2;10;M48;4;10/M48/4;73,98460615;0;15,20928229;1470,309978;Charlotte EPLE;08/04/2021;8H15;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;aubépine;erable champêtre;prunellier;non;non;chemin;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M49/1/H;10;M49;1;10/M49/1;84,83664542;0;0,029807991;8468,435765;Charlotte EPLE;08/04/2021;9H25;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie continue;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;prunellier;aubépine;troène;non;non;chemin;prairie ;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M49/2/H;10;M49;2;10/M49/2;81,83570367;2,770730503;2,167481467;7614,507635;Charlotte EPLE;08/04/2021;9H40;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;taille en fac?ade sur un co?te? ;oui;haie avec quelques troue?es ;3;4;2;oui >1 m;non;oui;non;non;non;non;non;non;non;noisetier;aubépine;erable champêtre;non;non;chemin;prairie ;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M49/3/H1;10;M49;3;10/M49/3;91,89818021;4,807438692;0;2756,323183;Charlotte EPLE;08/04/2021;10H;haie a plat ;D2 : Haie buissonnante avec arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;haie continue;3;4;1;oui <1 m;non;non;non;non;non;non;non;non;non;troène;erable champêtre;aubépine;non;non;prairie ;chemin;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M49/3/H2;10;M49;3;10/M49/3;91,89818021;4,807438692;0;2756,323183;Charlotte EPLE;08/04/2021;10H;haie a plat ;D2 : Haie buissonnante avec arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;haie avec quelques troue?es ;3;4;2;oui <1 m;non;oui;non;non;non;non;non;non;non;aubépine;prunellier;erable champêtre;non;non;chemin;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
10/M49/4/H1;10;M49;4;10/M49/4;82,48402301;4,1562194;0;5828,510146;Charlotte EPLE;08/04/2021;9H10;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;plus de troue?es que de haie;3;2;2;non;non;oui;non;non;non;non;non;non;non;aubépine;prunellier;troène;non;non;prairie ;chemin;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M49/4/H2;10;M49;4;10/M49/4;82,48402301;4,1562194;0;5828,510146;Charlotte EPLE;08/04/2021;9H10;haie a plat ;D2 : Haie buissonnante avec arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;haie avec quelques troue?es ;3;3;2;non;non;oui;non;non;non;non;non;non;non;prunellier;aubépine;cornouiller;non;non;chemin;prairie ;;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M5/1/H;10;M5;1;10/M5/1;88,29798172;0;0;1454,859476;Charlotte EPLE;02/04/2021;8H07;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade des 2 co?te?s ;oui;haie continue;3;4;3;non;non;non;non;non;non;non;non;non;non;aubépine;noisetier;prunellier;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M50/3/H;10;M50;3;10/M50/3;87,01665592;6,877056269;0;1108,057193;Charlotte EPLE;13/04/2021;9H30;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;2;non;non;non;non;non;non;non;non;non;non;erable champêtre;cornouiller;;non;non;parcelle nue;culture;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
10/M51/3/H1;10;M51;3;10/M51/3;71,77711546;21,11077661;0;775,7761392;Pierre MIGUET;30/04/2021;0,336805556;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;1;3;2;non;non;non;non;non;non;non;non;non;non;cornouiller sanguin;cerisier;prunellier;non;non;culture;culture;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M51/3/H2;10;M51;3;10/M51/3;71,77711546;21,11077661;0;775,7761392;Pierre MIGUET;30/04/2021;0,336805556;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie continue;1;4;2;oui <1 m;non;non;non;non;non;non;non;non;non;cornouiller sanguin;cerisier;prunellier;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
10/M56/2/H2;10;M56;2;10/M56/2;66,25713421;4,506136722;0;2936,662066;Charlotte EPLE;13/04/2021;10H;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie avec quelques troue?es ;3;3;2;non;non;non;non;non;non;non;non;non;non;cornouiller;noisetier;;non;non;chemin;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M56/5/H2;10;M56;5;10/M56/5;76,29932884;0,35157459;0;2063,012818;Charlotte EPLE;13/04/2021;10H30;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;taille en sommet et façade;oui;haie avec quelques troue?es ;1;1;1;non;non;non;non;non;non;non;non;non;non;;;;non;non;prairie ;culture;Haie ruinée;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M58/9/H;10;M58;9;10/M58/9;96,9027721;0;0;678,1372765;Charlotte EPLE;09/04/2021;10H50;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui <1 m;non;non;non;non;non;non;non;non;non;eglantier;prunellier;aubépine;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M59/2/H;10;M59;2;10/M59/2;56,3164706;24,9910577;13,22968848;1433,20937;Pierre MIGUET;29/04/2021;0,322916667;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;1;4;3;non;non;oui;non;non;non;non;non;non;non;cornouiller sanguin;saule blanc;prunellier;non;non;prairie ;culture;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M59/3/H;10;M59;3;10/M59/3;66,03202237;4,351465644;2,19730836;2048,358457;Pierre MIGUET;29/04/2021;0,349305556;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en sommet;non;haie avec quelques troue?es ;2;3;2;oui <1 m;non;non;non;non;non;non;non;non;non;prunellier;aubépine monogyne;cornouiller sanguin;non;non;prairie ;culture;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M61/1/H;10;M61;1;10/M61/1;95,19799441;0;0;3392,0533;Charlotte EPLE;02/04/2021;7H11;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;2;2;oui <1 m;non;non;non;non;non;non;non;non;non;troène;aubépine;prunellier;non;non;culture;route;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M61/2/H;10;M61;2;10/M61/2;94,80391254;0;0;3945,75237;Charlotte EPLE;02/04/2021;6h55;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;2;non;non;non;non;non;non;non;non;non;non;pin;prunellier;aubépine;non;non;culture;route;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M8/1/H;10;M8;1;10/M8/1;73,52363129;0;23,15805913;752,7998449;Charlotte EPLE;09/04/2021;8H50;haie a plat ;C : Haie spontane?e en cours d’installation (ni arbustes, ni arbres) ;non;non;pas d’entretien re?cent ;non;haie continue;3;1;2;oui <1 m;non;non;non;non;non;non;non;non;non;eglantier;aubépine;prunellier;non;non;culture;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M9/3/H;10;M9;3;10/M9/3;84,98281736;0;0;7216,510581;Charlotte EPLE;08/04/2021;11H20;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;3;3;oui >1 m;non;non;non;non;non;non;non;non;non;prunellier;aubépine;;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/M9/4/H;10;M9;4;10/M9/4;90,39315169;0;0;5141,587289;Charlotte EPLE;08/04/2021;10H45;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;chêne;aubépine;prunellier;non;non;prairie ;prairie ;;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10/M9/5/H;10;M9;5;10/M9/5;83,34218021;0;0;8017,692077;Charlotte EPLE;08/04/2021;11H;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;aulne;aubépine;prunellier;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
10/M9/7/H;10;M9;7;10/M9/7;78,74042597;0;0;6886,011097;Charlotte EPLE;08/04/2021;10H30;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;chêne;prunellier;aubépine;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
51/M08/1/H;51;M08;3;51/M08/3;54,11078743;0;28,44149527;1340,197855;Julia D'ORCHYMONT;01/04/2021;0,430555556;haie a plat ;G : Alignement d'arbustes (pas de buissons, pas d'arbres);non;non;taille en fac?ade sur un co?te? ;non;plus de troue?es que de haie;1;3;1;oui <1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;aubépine;ronce;non;non;prairie ;chemin;Zone de pâturages;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
51/M08/2/H;51;M08;2;51/M08/2;32,95892472;4,924683246;0;2942,08574;Julia D'ORCHYMONT;01/04/2021;0,440972222;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie continue;2;4;2;oui >1 m;non;non;non;non;non;non;non;non;non;prunellier;saule;frêne;non;non;prairie ;chemin;Haie bien fournie en prunellier;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
51/M08/4/H;51;M08;4;51/M08/4;50,44399611;0;5,421895285;7121,359393;Julia D'ORCHYMONT;01/04/2021;0,479166667;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie avec quelques troue?es ;3;3;3;oui <1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;aubépine;saule;non;non;chemin;bois/fore?t ;Beaucoup de branches abîmées par la taille;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M08/6/H;51;M08;6;51/M08/6;71,49671457;3,768238941;0;6706,288711;Julia D'ORCHYMONT;01/04/2021;0,451388889;haie a plat ;G : Alignement d'arbustes (pas de buissons, pas d'arbres);non;non;pas d’entretien re?cent ;non;haie continue;1;3;3;oui >1 m;sur 2 co?te?s;non;non;non;non;non;non;non;non;aubépine;prunellier;frêne;non;non;prairie ;prairie ;Ancien chemin où la végétation n'est plus entretenue, végétation spontanée;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51/M08/7/H;51;M08;7;51/M08/7;57,64010815;0;6,51735229;5121,75131;Julia D'ORCHYMONT;01/04/2021;0,461805556;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;oui;haie continue;3;4;3;oui >1 m;non;oui;non;non;non;non;non;non;non;aubépine;prunellier;frêne;non;non;prairie ;chemin;Quelques arbres, mais majorité d'arbustes;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
